transaction_id,product1,product2,product3,product4,product5,product6,product7,product8,product9,product10,product11,product12,product13,product14,product15,product16,product17,product18,product19,product20,product21,product22,product23,product24,product25,product26,product27,product28,product29,product30,product31,product32,product33,product34,product35,product36,product37,product38,product39,product40,product41,product42,product43,product44,product45
2620,Standard Lager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2621,Whisky,Sparkling,Sherry Spanish,Italian White,Cocktails/Liqueurs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2622,World Beer,Spirits & Fortified,Small Sizeswhite Oth,Small Sizes White,Small Sizes Red,Sherry Spanish,Premium Lager,Premium Cider,Premium Canned Ale,Over-Ice Cider,Madeira & Marsala,Italian White,Iberia,German,Fruit Cider,French Red 2,Brandy/Cognac,Bottled Ale,Bitter,Beer/Lager Gifts,Australian Red,,,,,,,,,,,,,,,,,,,,,,,,
2623,World Beer,White Rum,Nablab,Australian Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2624,Whisky,Vermouths/Aperitifs,Spirits Mixers,Sparkling,Everyday Cider,Basics,Australian Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2625,South America,Malt Whisky,Italy White,Italian Red,French White 2,French Red 2,French Red,Australian Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2626,Standard Lager,Sparkling,Premium Lager,Nablab,Italy White,Italian White,Australia White,American Rose,America White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2627,Wine Gifts,Whisky,Vodka,Sparkling,South America White,South America,Premium Lager,Iberia,French Red 2,Cocktails/Liqueurs,Brandy/Cognac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2628,World Beer,Whisky,Vodka,Stout,Standard Lager,Spirits Mixers,Spirits & Fortified,Sparkling,South America White,South America,South Africa Red,Sherry Spanish,Premium Lager,Premium Cider,Over-Ice Cider,New Zealand White,Italy White,Italian White,Italian Red,Iberia,Gin,Generic,French White 2,Cocktails/Liqueurs,Champagne,Bottled Ale,Beer/Lager Gifts,Australian White,Australian Red,Australia White,American White,American Rose,American Red,America White,,,,,,,,,,,
2629,World Beer,Whisky,Vermouths/Aperitifs,Sparkling,South Africa White,Italy White,Italian White,Iberia White,French White South,American White,America White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2630,White Rum,Whisky,Vodka,Standard Lager,Single Bottles,Premium Lager,Perry,Italian White,Cocktails/Liqueurs,Brnd Alchol Carbntes,Basics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2631,Speciality Beer,New Zealand White,Italy White,French White 2,French Red 2,French Red,Bottled Ale,American Red,America White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2632,Sparkling,South America White,South America,South Africa White,South Africa Red,New Zealand White,Italy White,Italian Red,Iberia,French White 2,French Red South,French Red 2,Australian Red,Australia White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2633,World Beer,Other Red,Iberia,Australian Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2634,World Beer,Vodka,Everyday Cider,Basics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2635,Vodka,Standard Lager,South Africa White,South Africa Red,Rum,Premium Lager,Made Wine British,Cocktails/Liqueurs,Champagne,Brnd Alchol Carbntes,Bitter,Australian White,Australian Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2636,South America,Premium Lager,American Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2637,World Beer,Vodka,Stout,Small Sizes White,Ready To Drink,Premium Lager,Port,Italy White,Italian White,Iberia,Gin,French White 2,French Red 2,Cocktails/Liqueurs,Champagne,Brandy/Cognac,Australian White,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2638,Standard Lager,South America White,South America,Premium Lager,New Zealand White,Iberia,French White 2,French Red 2,Brnd Alchol Carbntes,Bottled Ale,Australian White,Australian Red,Australia White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2639,Other Red,Fruit Cider,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2640,Wine Gifts,White Rum,White Boxes,Whisky,Standard Lager,Spirits & Fortified,Sparkling,Premium Lager,Port,Other Red,Italy White,Italian White,Gin,French White 2,Cocktails/Liqueurs,Brnd Alchol Carbntes,Brandy/Cognac,American White,American Rose,America White,,,,,,,,,,,,,,,,,,,,,,,,,
2641,Vodka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2642,Whisky,Bitter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2643,America White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2644,South America,French Red South,French Red 2,French Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2645,Beer/Lager Gifts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2646,Vodka,Standard Lager,Sparkling,South African White,Italy White,Generic,French White,Australian White,Australia White,American Rose,America White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2647,Italy White,French Red South,French Red 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2648,South America White,Premium Canned Ale,New Zealand White,Iberia,French Red 2,Bottled Ale,Australian White,America White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2649,World Beer,Whisky,Vodka,Stout,Standard Lager,Spirits Mixers,Spirits & Fortified,Speciality Beer,Sparkling,South African White,Premium Lager,Over-Ice Cider,Malt Whisky,Italian Red,French Red 2,Cocktails/Liqueurs,Brandy/Cognac,Bottled Ale,Beer/Lager Gifts,Barware,Argentina Red,,,,,,,,,,,,,,,,,,,,,,,,
2650,Whisky,Standard Lager,Premium Lager,Fruit Cider,Australian White,Australian Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2651,Whisky,Small Sizeswhite Oth,Small Sizes White,Sherry Spanish,Champagne,Australian Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2652,Standard Lager,Cocktails/Liqueurs,Bottled Ale,American White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2653,Standard Lager,South America,South Africa Red,Ready To Drink,Premium Lager,Premium Cider,Italian Red,Fruit Cider,French Red South,French Red 2,Brandy/Cognac,Australian Red,American Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2654,World Beer,Speciality Beer,South America,South Africa White,South Africa Red,Rum,Premium Lager,Port,Over-Ice Cider,Italian Red,Iberia White,Generic,French White South,French Red South,Champagne,Australian White,Australia White,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2655,Wine Gifts,White Rum,Whisky,Vodka,South America White,South America,South African White,South Africa Red,Port,New Zealand White,Malt Whisky,Iberia White,Gin,Champagne,Brnd Alchol Carbntes,Bottled Ale,Australian White,Australian Red,Australia White,America White,,,,,,,,,,,,,,,,,,,,,,,,,
2656,Small Sizes White,Small Sizes Red,Cocktails/Liqueurs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2657,White Rum,Whisky,Vodka,Stout,Standard Lager,Spirits Mixers,Spirits & Fortified,Sparkling,South America White,South Africa White,Port,Over-Ice Cider,Italy White,Italian Red,Iberia White,Generic,French White 2,French Red 2,French Red,Cocktails/Liqueurs,Champagne,Brandy/Cognac,Australian White,Australian Red,Australia White,,,,,,,,,,,,,,,,,,,,
2658,Sherry Spanish,Made Wine British,Cocktails/Liqueurs,Bitter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2659,Whisky,Standard Lager,South African White,South Africa White,Malt Whisky,Made Wine British,Iberia,German,Bitter,American Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2660,World Beer,White Boxes,South America White,South America,South African White,South Africa White,South Africa Red,Premium Lager,Over-Ice Cider,Italy White,Italian White,Iberia White,Iberia,French White South,French Rose,French Red South,French Red 2,French Red,Champagne,Australian White,Australian Red,Australia White,America White,,,,,,,,,,,,,,,,,,,,,,
2661,White Rum,Standard Lager,Premium Lager,Generic,French Red 2,Cocktails/Liqueurs,Brandy/Cognac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2662,Italian Red,French White South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2663,White Boxes,Stout,Standard Lager,Sherry Spanish,Italy White,Italian White,Everyday Cider,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2664,Vermouths/Aperitifs,Spirits & Fortified,Sparkling,Premium Lager,Port,Own Label,Italy White,Italian White,French Red 2,Champagne,Brandy/Cognac,Bottled Ale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2665,Whisky,Standard Lager,Small Sizes Red,Premium Canned Ale,Over-Ice Cider,Nablab,Made Wine British,Cocktails/Liqueurs,Brnd Alchol Carbntes,Bottled Ale,Australian White,American White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2666,World Beer,Sparkling,South African White,Premium Lager,Malt Whisky,French White,Australian White,Australia White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2667,Vodka,South America White,South African White,Australian White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2668,Premium Lager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2669,Vodka,Spirits Mixers,Champagne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2670,South Africa White,Sherry Spanish,Ethnic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2671,Sparkling,Cocktails/Liqueurs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2672,Italian Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2673,Premium Lager,Everyday Cider,Champagne,Bottled Ale,Australia White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2674,Cocktails/Liqueurs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2675,Speciality Beer,Italian White,Italian Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2676,Stout,Sparkling,Small Sizeswhite Oth,Sherry Spanish,Rum,Premium Lager,Premium Cider,Made Wine British,Italian Red,German,French White 2,French Red,Cocktails/Liqueurs,Champagne,Brandy/Cognac,Australian White,Australian Red,America White,,,,,,,,,,,,,,,,,,,,,,,,,,,
2677,South America White,South African White,Iberia White,Iberia,German,Generic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2678,Small Sizes White,Small Sizes Red,Italy White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2679,Wine Gifts,Standard Lager,Premium Cider,Over-Ice Cider,Italy White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2680,American White,American Rose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2681,Malt Whisky,Gin,Champagne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2682,Premium Lager,Premium Cider,Port,Over-Ice Cider,Italian Red,French Red South,French Red 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2683,Whisky,Sparkling,New Zealand White,Italy White,Australian Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2684,Australian White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2685,Whisky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2686,Ethnic,Cocktails/Liqueurs,Bottled Ale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2687,Spirits Mixers,South America,Small Sizes Red,French Red 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688,White Rum,South America White,Rum,Over-Ice Cider,New Zealand White,Italy White,Gin,French White 2,Cocktails/Liqueurs,Barware,Australian White,American White,America White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2689,Small Sizes Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2690,White Rum,Whisky,Vodka,Spirits Mixers,Rum,Premium Cider,Iberia White,Iberia,German,Cocktails/Liqueurs,Champagne,Bottled Ale,American Rose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2691,Standard Lager,South Africa White,Brandy/Cognac,Australia White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2692,World Beer,Whisky,Sparkling,South Africa Red,Sherry Spanish,Premium Lager,Premium Cider,Premium Canned Ale,Port,Over-Ice Cider,Other Red,New Zealand White,Italy White,Italian White,Iberia,Gin,Fruit Cider,French Red South,Bottled Ale,Bitter,Basics,Australian Red,American Red,,,,,,,,,,,,,,,,,,,,,,
2693,Vodka,Standard Lager,South America,Premium Lager,Other Red,Iberia White,French White South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2694,World Beer,Premium Cider,Over-Ice Cider,Cocktails/Liqueurs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2695,Whisky,Own Label,Italy White,Gin,French Red South,French Red 2,Cocktails/Liqueurs,Champagne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696,Spirits Mixers,South America White,New Zealand White,Italy White,Cocktails/Liqueurs,Barware,Australia White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2697,Own Label,Iberia,French Red 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2698,Red Wine Bxes & 25Cl,French Red 2,Australian Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2699,Whisky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2700,Vodka,Sparkling,South America White,Premium Lager,Italy White,Italian White,French White 2,French White,Cocktails/Liqueurs,Basics,Australia White,America White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701,South America White,South America,South Africa White,New Zealand White,French White South,French White,Australian Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702,Whisky,Spirits Mixers,Sparkling,Premium Lager,Premium Cider,Over-Ice Cider,Italy White,Italian White,Gin,German,French White South,Everyday Cider,Cocktails/Liqueurs,Brandy/Cognac,American White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703,Sparkling,Sherry Spanish,Italy White,French Red 2,Cocktails/Liqueurs,Australian Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704,Standard Lager,Italian White,Cocktails/Liqueurs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705,Vodka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706,World Beer,Bottled Ale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707,Whisky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708,Whisky,Premium Canned Ale,Own Label,Lambrusco Rosso,Italian White,Bottled Ale,Bitter,America White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709,Standard Lager,Own Label,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710,Italian Red,Bitter,Australian White,Australian Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711,Sparkling,South Africa White,South Africa Red,Over-Ice Cider,Italian White,Champagne,Bottled Ale,Australian White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712,World Beer,Standard Lager,Italy White,Italian White,Cocktails/Liqueurs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713,Whisky,Super Strength Lager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714,Standard Lager,South America,Premium Lager,New Zealand White,Italy White,Italian Red,French White 2,Champagne,Australian Red,Australia White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715,Sparkling,Sherry Spanish,Premium Lager,No/Low Alc Cider,Nablab,Low Alcohol A.C,Lo/No Alcho Red Cgb,Gin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716,Standard Lager,Premium Lager,Over-Ice Cider,Malt Whisky,Australian Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717,Whisky,Standard Lager,South Africa White,Premium Lager,Iberia,Gin,French Red South,Australian Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2718,South Africa White,New Zealand White,Italy White,French White 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719,New Zealand White,Australian Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720,Whisky,Vodka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721,World Beer,Speciality Beer,Sparkling,Premium Lager,Brandy/Cognac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722,White Boxes,Vodka,Sherry Spanish,Premium Cider,Port,Iberia,Cocktails/Liqueurs,Brandy/Cognac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723,South Africa White,Bottled Ale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724,Iberia,Bottled Ale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725,World Beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726,World Beer,White Rum,Whisky,Vodka,Standard Lager,Speciality Beer,South America,South African White,South Africa Red,Rum,Premium Lager,Premium Cider,Port,Over-Ice Cider,Other Red,Malt Whisky,Italy White,Italian Red,Iberia White,Iberia,Generic,Fruit Cider,French Red South,French Red 2,Everyday Cider,Cocktails/Liqueurs,Bottled Ale,Bitter,Australian White,Australian Red,Australia White,American White,American Rose,American Red,,,,,,,,,,,
2727,White Rum,Premium Lager,Gin,French White 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728,Standard Lager,Sparkling,Premium Lager,Own Label,No/Low Alc Cider,Nablab,Brnd Alchol Carbntes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2729,World Beer,French White 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730,World Beer,Vodka,Standard Lager,Spirits Mixers,Sparkling,South Africa Red,Premium Lager,Over-Ice Cider,Italy White,Italian White,Fruit Cider,Australian Red,America White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731,Whisky,Vodka,Spirits & Fortified,Premium Lager,Cocktails/Liqueurs,America White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732,Vodka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733,White Boxes,Standard Lager,Sparkling,South America,Premium Lager,New Zealand White,Italy White,Italian White,Italian Red,French White 2,French Red 2,Australian White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734,South America,Premium Lager,Premium Canned Ale,Malt Whisky,Italy White,Italian White,Iberia,Gin,Generic,Cocktails/Liqueurs,Bottled Ale,Australian White,Australian Red,Australia White,American White,America White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2735,World Beer,Vodka,Stout,Standard Lager,Spirits & Fortified,Premium Lager,Over-Ice Cider,Gin,Cocktails/Liqueurs,Brnd Alchol Carbntes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736,Spirits & Fortified,Sparkling,Over-Ice Cider,Brnd Alchol Carbntes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737,Standard Lager,Sparkling,Small Sizes Red,German,Cocktails/Liqueurs,Bottled Ale,Bitter,American White,America White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738,Whisky,South America,South Africa White,South Africa Red,Rum,Premium Lager,Port,Perry,Other Red,Malt Whisky,Italy White,Italian Red,Iberia,French White 2,French Red South,French Red 2,French Red,Cocktails/Liqueurs,Champagne,Australian White,Australian Red,,,,,,,,,,,,,,,,,,,,,,,,
2739,Whisky,America White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740,Perry,Italian Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2741,Standard Lager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742,Whisky,Standard Lager,Spirits & Fortified,Sparkling,Premium Lager,Italian White,German,Generic,Fruit Cider,French White 2,Cocktails/Liqueurs,Australian White,Australian Red,America White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743,Sparkling,Australian Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2744,Vodka,Premium Lager,Australian Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745,Whisky,South Africa White,South Africa Red,Premium Lager,Over-Ice Cider,Italian Red,French Red South,French Red 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746,Whisky,South Africa White,South Africa Red,Premium Lager,Madeira & Marsala,Italy White,Italian Red,Iberia,Generic,Brandy/Cognac,Australian Rose,Australian Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747,Bottled Ale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2748,World Beer,White Rum,Whisky,Vermouths/Aperitifs,South America White,Rum,Gin,Everyday Cider,Basics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749,Cocktails/Liqueurs,Brnd Alchol Carbntes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750,White Rum,Whisky,Vodka,Spirits & Fortified,South African White,Premium Lager,Italy White,Italian White,Italian Red,Fruit Cider,French Red,America White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751,Italian White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752,Standard Lager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2753,World Beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754,Standard Lager,Champagne,Beer/Lager Gifts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2755,Whisky,South America White,Premium Lager,Italy White,Italian White,Iberia White,French Red South,Bottled Ale,American White,America White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2756,Standard Lager,Premium Lager,Over-Ice Cider,New Zealand White,Iberia,American Rose,America White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2757,World Beer,White Rum,Whisky,Vodka,Standard Lager,Spirits Mixers,Sparkling,South Africa White,Rum,Over-Ice Cider,New Zealand White,Italy White,Italian White,Generic,Cocktails/Liqueurs,Brandy/Cognac,Bitter,Australian White,American White,,,,,,,,,,,,,,,,,,,,,,,,,,
2758,Vodka,Gin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2759,World Beer,Vodka,Premix Fruit Spirits,Premium Lager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2760,French White 2,French White,Australian White,American White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2761,Speciality Beer,Sparkling,Made Wine British,Generic,Bottled Ale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2762,New Zealand Red,Iberia White,Australia White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2763,Vodka,Stout,Generic,Cocktails/Liqueurs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2764,Whisky,Premium Lager,Everyday Cider,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2765,Brandy/Cognac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2766,Standard Lager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2767,Cocktails/Liqueurs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2768,South Africa Red,American Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2769,Standard Lager,Sparkling,Premium Cider,Brnd Alchol Carbntes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2770,Brandy/Cognac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2771,World Beer,Whisky,Standard Lager,Speciality Beer,Sparkling,South America,Malt Whisky,Made Wine British,Italian Red,Iberia White,Iberia,French Red 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772,Italian White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2773,Whisky,Standard Lager,Premium Lager,Premium Cider,Made Wine British,Generic,Brandy/Cognac,Bitter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2774,White Rum,Whisky,Spirits Mixers,Small Sizes White,Premium Lager,Italian White,Iberia White,Cocktails/Liqueurs,Brnd Alchol Carbntes,British Fortified,Brandy/Cognac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775,Whisky,Vodka,Standard Lager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2776,South America,South Africa Red,Other Red,Australian Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777,World Beer,South Africa Red,Premium Cider,Over-Ice Cider,Italy White,Iberia White,Iberia,Australian White,Australian Red,American Rose,America White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778,Cocktails/Liqueurs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779,Vodka,Standard Lager,Spirits Mixers,Sparkling,Small Sizes White,Small Sizes Red,Premium Lager,Italian Red,German,Cocktails/Liqueurs,Bottled Ale,America White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780,White Rum,Whisky,Vodka,South Africa White,Cocktails/Liqueurs,Champagne,Brnd Alchol Carbntes,Australian Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781,Made Wine British,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782,Vodka,Sparkling,Rum,Premium Lager,Brnd Alchol Carbntes,Brandy/Cognac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783,Premium Lager,Cocktails/Liqueurs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
